title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
Dental infection and systemic disease,Epidemiological studies have suggested an association between dental infections (as consequence of dental caries and pulp necrosis) and additional diseases (diabetes mellitus and cardiovascular disease) although limitations of such studies hamper conclusive interpretations . We showed that apical periodontitis (pulp…,"Scientific Questions Being Studied
Epidemiological studies have suggested an association between dental infections (as consequence of dental caries and pulp necrosis) and additional diseases (diabetes mellitus and cardiovascular disease) although limitations of such studies hamper conclusive interpretations . We showed that apical periodontitis (pulp necrosis with bone resorption) was strongly associated with hypertension and cardiovascular disease; further, we identified an association between an established hypertension-associated gene with apical periodontitis in a well-characterized population. These findings strongly indicate that a shared genetic etiology could contribute to oral health-systemic health relationships. By using All of Us data, we hope to validate our previous findings and expand knowledge of the etiology linking oral health and systemic health. We will identify additional factors (social determinants of health) that may play a role in the interconnectedness between oral health and general health.","Project Purpose(s)
Disease Focused Research (Set of conditions - dental infections, diabetes and cardiovascular disease)
Ancestry","Scientific Approaches
Data available via All of Us research workbench shows 20 dental infection conditions that reflect a continuum of dental infection (i.e., dental caries, pulpal and periapical conditions) of interest. We are interested to investigate if relationships exist between these dental infection conditions with type 2 diabetes, hypertensive disorder, coronary atherosclerosis, myocardial infarction, heart murmur and cerebrovascular accident.
We will access demographic, clinical (dental and medical) and genetic data from individuals with the above conditions (no exclusions based on sex, gender, race, ethnicity, or genetic ancestry). We will test for association between a set of conditions, and will also identify potential genes/variants associated with a combined phenotype of dental infection + systemic condition using a variety of tools and statistical methods. All of Us data will allow us to identify a large sample of unrelated controls to increase confidence in the results.","Anticipated Findings
Much of the controversial findings in epidemiological and genetic association studies looking at oral/dental and systemic conditions is due to differences in populations studied, data ascertainment methodologies, but mainly due to limited sample sizes. This study will leverage high-quality demographic/clinical and genomic data of a large and diverse dataset that will allow the best (largest) evidence to date. It will also enable a robust model for use in future studies by other investigators.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Ariadne Letra
- Mid-career Tenured Researcher, University of Pittsburgh"
Diabetes_Pregnancy,This project will examine the transportability of findings from randomized trials about management of gestational diabetes as well as diabetes and glucose abnormalities during pregnancy in a nationally representative observational cohort. This project will also examine the utility of causal…,"Scientific Questions Being Studied
This project will examine the transportability of findings from randomized trials about management of gestational diabetes as well as diabetes and glucose abnormalities during pregnancy in a nationally representative observational cohort. This project will also examine the utility of causal inference methods in examining such transportability. Transportability of findings from trials to observational cohorts is key to the advancement of effectiveness assessment in observational data. The latter source may be the only one available to studies where populations are small (e.g. rare diseases), difficult to reach, or in which trials induce an exceptional high risk (e.g. pregnancy) or would be unethical.","Project Purpose(s)
Disease Focused Research (diabetes)
Methods Development
Other Purpose (Preliminary analysis for grant proposal.)","Scientific Approaches
We will create a cohort with gestational diabetes or diabetes or glucose abnormalities during pregnancy. We will determine whether these patients receive any anti-glucose medication during pregnancy and compare outcomes in the groups receiving/not receiving such medication. We will include in the causal inference models potential confounders represented by biomarkers such as hbA1c or physical activity measured from wearables to balance the comparison groups.","Anticipated Findings
The study aim at concluding that using the appropriate modeling strategies results from trials are adequately transferred (i.e. replicated/approximated) by observational data.","Demographic Categories of Interest
Others","Data Set Used
Registered Tier","Research Team
Owner:
Mireya Diaz
- Other, Western Michigan University, Homer Stryker M.D. School of Medicine"
Subtyping complex disease using EHR,"Unmodeled heterogeneity of the biological underpinnings of phenotypes reduces statistical power and reproducibility in downstream analyses such as genome-wide association studies. While some complex diseases have well-established clinically-relevant subtypes that respond differently to different treatments (e.g., diabetes and asthma), heterogeneity…","Scientific Questions Being Studied
Unmodeled heterogeneity of the biological underpinnings of phenotypes reduces statistical power and reproducibility in downstream analyses such as genome-wide association studies. While some complex diseases have well-established clinically-relevant subtypes that respond differently to different treatments (e.g., diabetes and asthma), heterogeneity is suspected but has not so far been demonstrated for many other phenotypes. Existing data-driven subtyping methods primarily rely on data clustering methods that are not guaranteed to capture genetically- or clinically-relevant stratification of patients, thus, impeding our ability to take an important step towards personalized medicine by defining treatment at the subphenotypic level. The goal of this proposal is to enable a robust identification of clinically-relevant subphenotypic variation given no prior knowledge.","Project Purpose(s)
Methods Development","Scientific Approaches
This study’s aim is the development of a contrastive learning method to define de novo phenotypic subtypes of complex disease based on electronic health records, and the application of the method to analyze the heterogeneity in clinical trajectories of conditions for which subphenotypic heterogeneity will be identified.","Anticipated Findings
A successful implementation of this study will provide a general and robust approach for learning phenotypic subtypes, which can then be applied to many phenotypes within and outside the All of Us database.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Registered Tier","Research Team
Owner:
Elior Rahmani
- Other, University of California, Los Angeles"
Variant impact-based PRS for cardiovascular risk factors in diverse populations,"Cardiovascular risk factors (CVRFs) comprise complex biological traits and behavioral patterns that increase risk for heart disease. The leading CVRFs include hypertension, obesity, unhealthy diet, low physical activity, dyslipidemia, smoking, and diabetes. For this study, we will focus on 2…","Scientific Questions Being Studied
Cardiovascular risk factors (CVRFs) comprise complex biological traits and behavioral patterns that increase risk for heart disease. The leading CVRFs include hypertension, obesity, unhealthy diet, low physical activity, dyslipidemia, smoking, and diabetes. For this study, we will focus on 2 CVRFs: essential hypertension (EH) and obesity.","Project Purpose(s)
Disease Focused Research (essential hypertension, obesity)
Population Health
Methods Development
Ancestry","Scientific Approaches
This proposal is about the development of a variant impact pipeline and integration of variant impact to construct polygenic risk score (PRS) for cardiovascular risk factors (CVRFs) in diverse populations. Our long-term goal is to construct and evaluate validity and efficiency of PRS for cardiovascular risk factors by leveraging on: (a) admixed populations, (b) family- and population-based genome-wide association study (GWAS), (c) imputation, and (d) variant impact.","Anticipated Findings
Our central hypothesis is that PRS modeled using comprehensive and coherent datasets would effectively predict  cardiovascular risk factors in diverse populations, including the admixed populations.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Vinicius Borges
- Other, Marshall University"
Type I Diabetes,Is there a genetic link between Type 1 Diabetes Mellitus incidence rates and Vitamin 25(OH)D levels?,"Scientific Questions Being Studied
Is there a genetic link between Type 1 Diabetes Mellitus incidence rates and Vitamin 25(OH)D levels?","Project Purpose(s)
Disease Focused Research (type 1 diabetes mellitus)
Population Health
Methods Development
Control Set
Ancestry","Scientific Approaches
This is for a group project; my team and I are going to search for studies and data related to our research question.","Anticipated Findings
My anticipated findings from the study are a correlation between Type 1 Diabetes with Vitamin D levels and see if Type 1 Diabetes is easily triggered by the lack of Vitamin D levels in a person's body.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Robin Rodriguez
- Undergraduate Student, Arizona State University
Collaborators:
Kate Steigauf - Undergraduate Student, Arizona State University
Angelique Lacava - Undergraduate Student, Arizona State University"
Type 2 Diabetes Disparities Research,We hope to answer the specific question of: what factors affect healthcare accessibility for type 2 diabetes patients?,"Scientific Questions Being Studied
We hope to answer the specific question of:  what factors affect healthcare accessibility for type 2 diabetes patients?","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Social / Behavioral","Scientific Approaches
We plan to use the survey and EHR data available to quantitatively model disparities to access to certain medications and, in general, treatment for type 2 diabetes.","Anticipated Findings
We anticipate to be able to assess the disparities that type 2 diabetes patients face, and hopefully be able to provide evidence for novel social safety programs for type 2 diabetes patients.","Demographic Categories of Interest
Access to Care","Data Set Used
Controlled Tier","Research Team
Owner:
José Irizarry
- Graduate Trainee, Tulane University"
SDoH Subtyper,"Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis.","Scientific Questions Being Studied
Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus, osteoarthritis, and hypertension)
Educational
Methods Development
Ancestry","Scientific Approaches
Descriptive analyses of the cohort and subsequent demographics will be done with Seaborn and R. Bi-clustering will be done with ExplodeLayout and Bipartite Modularity.","Anticipated Findings
Certain subtypes of these disease groups may have more SDoH variables answered that may help with future interventions. Developing a generalizable method to analyze AoU data is also important.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Weibin Zhang
- Project Personnel, University of Texas Medical Branch (UTMB) at Galveston
Collaborators:
Daniel Bao - Graduate Trainee, University of Texas Medical Branch (UTMB) at Galveston
Alex Bokov - Other, University of Texas Health Science Center, San Antonio"
Race differences in pathology of diabetes,"To compare pattern of insulin reistance ateration in development and progression to diabetes, between White and Black race.","Scientific Questions Being Studied
To compare pattern of insulin reistance ateration in development and progression to diabetes,  between White and Black race.","Project Purpose(s)
Disease Focused Research (Type 2 diabetes mellitus)","Scientific Approaches
The dataset we would like to utilize would be participants’ provided information (PPI), electronic health records (EHR) and physical measurements, and surveys which provide information about the participant’s overall health status, lifestyle, medication history, serum biochemicals and demographic characteristics.","Anticipated Findings
We anticipate that there are different patterns in terms of insulin resistance alteration for White and Balck race. The result could identify possible race-specific screening, diagnosis, prevention, and treatment strategies.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Registered Tier","Research Team
Owner:
Mitra Mosslemi
- Graduate Trainee, University of Pittsburgh
Collaborators:
Chip Shaw - Project Personnel, Texas Tech University Health Sciences Center"
Testing for Pilot Data,"Alzheimer's disease, the major symptom of which is cognitive decline, is sometimes referred to as ""Type 3 diabetes."" There is much evidence to associate issues with blood sugar with vascular disease and cognitive decline. However, Alzheimer's is not the only…","Scientific Questions Being Studied
Alzheimer's disease, the major symptom of which is cognitive decline, is sometimes referred to as ""Type 3 diabetes."" There is much evidence to associate issues with blood sugar with vascular disease and cognitive decline.  However, Alzheimer's is not the only condition that leads to cognitive decline and diabetes is not the only condition that has blood sugar issues.  Studying these associations in a larger population will hopefully give mechanistic and preventative links.","Project Purpose(s)
Disease Focused Research (Glucose measures and cognitive decline)","Scientific Approaches
How do blood sugar issues contribute to cognitive decline? I will look at negative controls as well as people with PCOS and Type 1 and Type 2 Diabetes in a stratified analysis.  This will include both traditional statistics/group comparisons as well as unsupervised analysis.","Anticipated Findings
The unsupervised clustering analysis based on blood glucose measures is expected to differentiate between people with and without cognitive decline.  It is expected that these will not be perfectly associated with disease categories and there will be considerable overlap.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Raha Dastgheyb
- Early Career Tenure-track Researcher, Johns Hopkins University"
Investigating cardiovascular health disparities among SGM adults,Our goal is to examine differences in cardiovascular (CV) health between sexual and gender minority (SGM) and non-SGM adults (ages 18 and over). Our primary aim is to assess differences in CV risk behaviors (such as tobacco use and physical…,"Scientific Questions Being Studied
Our goal is to examine differences in cardiovascular (CV) health between sexual and gender minority (SGM) and non-SGM adults (ages 18 and over). Our primary aim is to assess differences in CV risk behaviors (such as tobacco use and physical activity), health factors (such as hypertension, diabetes, and high cholesterol), and CV diagnoses (such as heart attack and stroke). We will also explore potential racial, ethnic, education, income, and geographic location differences CV health within SGM individuals. This project is led by Dr. Billy Caceres who is a CV nurse scientist and a nationally recognized expert on the CV health of SGM individuals. There is growing evidence showing that SGM adults are at greater risk for CV disease than non-SGM individuals. However, potential reasons for these differences are not understood. Findings of this analysis will inform future research and interventions that will focus on specific CV risk factors to improve the CV health of SGM adults.","Project Purpose(s)
Disease Focused Research (arteriosclerotic cardiovascular disease)
Population Health
Social / Behavioral","Scientific Approaches
We will use bivariate and multivariate analyses to examine differences in cardiovascular (CV) health between sexual and gender minority (SGM) and non-SGM individuals in this dataset. We will use demographic, health survey, biological, and diagnostic data to gather information on the various CV risk factors and diagnoses described above.
Additional exploratory multivariate analyses will examine differences in CV health by race, ethnicity, education, income, and geographic location.","Anticipated Findings
We anticipate we will find that sexual and gender minority (SGM) individuals have a higher prevalence of cardiovascular (CV) risk factors and CV diagnoses than their non-SGM counterparts. Further, we hypothesize that these differences will be greater among SGM racial and ethnic minorities. We expect this work will inform future research that focuses on specific subgroups of SGM individuals that are most at risk for CV disease (such as bisexual or transgender individuals). This work will also identify if there is a need to tailor clinical and public health interventions to prioritize reducing CV risk among high-risk SGM individuals.","Demographic Categories of Interest
Race / Ethnicity
Gender Identity
Sexual Orientation
Geography
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Rohith Ravindranath
- Project Personnel, Stanford University
Billy Caceres
- Early Career Tenure-track Researcher, Columbia University
Collaborators:
Yashika Sharma - Graduate Trainee, Columbia University
Vince Nguyen - Graduate Trainee, Columbia University
Stephanie Cook - Early Career Tenure-track Researcher, New York University
Joseph Belloir - Graduate Trainee, Columbia University
Ipek Ensari - Early Career Tenure-track Researcher, Icahn School of Medicine at Mount Sinai
Danny Doan - Project Personnel, Columbia University
Chenziheng Weng - Graduate Trainee, New York University"
Duplicate of Platelet Signaling Pathways,"In order to understand the relationship of platelets and how abnormal counts can affect or lead to patients with diseases and disorders, we will be looking for relationships in various problems including diabetes, cancer, and cardiovascular disease. Questions to be…","Scientific Questions Being Studied
In order to understand the relationship of platelets and how abnormal counts can affect or lead to patients with diseases and disorders, we will be looking for relationships in various problems including diabetes, cancer, and cardiovascular disease.
Questions to be researched are as follows:
1. How do patients with diabetes, cancer, and cardiovascular disease compare to those without in the general population in relationship to platelet count?
2. For patients with multiple of the listed conditions, is there a concentrated effect on platelet count?
3.. For patients with such conditions, is there a link between the signaling pathways that each disease uses?
By identifying if there are common signaling pathways in platelets and insulin-producing pancreatic beta cells among other disease-related cells, this research is relevant in the understanding, diagnosis, and treatment of such disorders.","Project Purpose(s)
Educational","Scientific Approaches
In order to answer the questions as posed above, we will build a cohort with patients who have lab values of platelets [#/volume] in blood. Then, we will sort by those with and without the following disorders distinguished by the specific ICD-10 codes. If a correlation is found between abnormal counts of platelets and single diseases, we will then further look at if there are relationships between having multiple diseases and platelet count. As this is an initial look to see general relationships, we will look to see if there are differences between gender and age.","Anticipated Findings
We expect to find (1) an abnormal platelet count in patients with diabetes, cancer, and cardiovascular disease; (2) for patients with multiple conditions, that their platelet counts are influenced by the multiple conditions that they have; (3) that there is a relationship in signaling pathways among these disorders; (4) that the signaling pathways used by these diseases are influenced by each other.
These findings would contribute as by assessing how diseases can affect platelet count can lead to earlier diagnoses for patients. Furthermore, since these disorders use common pathways to operate, the understanding of how each works can lead to improved treatment as well.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Joshua Krause
- Undergraduate Student, University of Wisconsin, La Crosse"
