title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
Trans-ancestry analysis of Type 2 Diabetes (T2DGGI),"Previous genetic studies have successfully identified >240 loci associated with type 2 diabetes (T2D). However, many of the identified loci lie in non-coding regions of the genome, masking the underlying “effector gene”. Additionally, these studies were primarily performed in individuals…","Scientific Questions Being Studied
Previous genetic studies have successfully identified >240 loci associated with type 2 diabetes (T2D). However, many of the identified loci lie in non-coding regions of the genome, masking the underlying “effector gene”. Additionally, these studies were primarily performed in individuals of European and East Asian ancestry. As genetic findings are integrated into the clinic, this limited genetic understanding threatens to exacerbate existing health disparities among non-European communities disproportionately suffering from T2D and T2D-related health complications. Expanding our genetic understanding into non-European ancestries is essential as these studies will mitigate such health disparities and improve our ability to identify causal loci and mechanisms. In this study, I will leverage the diversity found within All of Us to perform a trans-ancestry genetic analysis of T2D, identifying likely causal variants and evaluating their potential for clinical utility.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Drug Development
Ancestry","Scientific Approaches
Using well-established techniques in statistical genetics, I will (1) conduct a genome wide association study of common variants, as well as other forms of genetic variation (e.g., rare variants, copy number variations), to identify trans-ancestry and ancestry-specific disease-associated loci, (2) use statistical and functional fine-mapping techniques to identify the likely causal variants at disease-associated loci, validating my findings with experimental approaches, and (3) evaluate the clinical utility of my findings through polygenic scores (PGSs) and screening for potential targets of drug repurposing. For these analyses, I will use all participants with genetic data (whole genome and SNP-array). I will develop a phenotypic algorithm to classify participants into T2D cases and controls based on previously published work in electronic health records.","Anticipated Findings
Genetic studies of T2D have already provided valuable insight into disease pathophysiology. However, the vast majority of these studies have been performed in European and East Asian ancestries, threatening to exacerbate existing health disparities in populations carrying a disproportionate disease burden as genetics enters the clinic through preventative and therapeutic interventions. In the present study, I aim to address these shortcomings by leveraging the diversity found within All of Us to expand our genetic understanding of T2D. Based on the prior success of similar studies, I expect to identify many rare and common T2D-associated loci that are shared across ancestries as well as ancestry-specific. Combined with experimental and computational approaches, I will use these results to identify variants that are likely causal for T2D, propose the mechanism by which these variants contribute to T2D risk, and propose ways to translate my findings into clinical intervention strategies.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Henry Taylor
- Graduate Trainee, National Human Genome Research Institute (NIH - NHGRI)"
Metabolism v7 mfd,"Metabolic diseases are a global epidemic. They occur when cells allocate too many of their primary resources towards one pathway, such as lipid production, at the expense of other crucial pathways, such as energy production. Understanding how cells control the…","Scientific Questions Being Studied
Metabolic diseases are a global epidemic. They occur when cells allocate too many of their primary resources towards one pathway, such as lipid production, at the expense of other crucial pathways, such as energy production. Understanding how cells control the pivotal point of allocating glucose towards lipid or energy production is key to developing effective treatments for these and other common metabolic diseases. PAS kinase (PASK) is a nutrient sensing protein kinase that regulates this critical metabolic node of lipid versus respiratory metabolism. PASK controls many of the hallmark pathways associated with heart disease, diabetes, cancer, and even neurodegenerative disease yet little is known about PASK alleles associated with human disease. Herein we propose to conduct the first large-scale analysis to identify PASK alleles associated with human disease.","Project Purpose(s)
Ancestry","Scientific Approaches
Analyze common and rare variants in USF1, ATXN2, and PASK compared to triglycerides, weight, cardiovascular measures, exercise levels and COVID-19 results.
Perform a phenome-wide association study (PheWAS) with common and rare variants in USF1, ATXN2, and PASK. Common variants in each of these three genes will be regressed against phenotypes from electronic health record data.","Anticipated Findings
We target PASK as well as two of its substrates for our study.  Due to their regulation of the critical node of glucose partitioning to lipid versus respiratory metabolism, we propose to uncover the influence of PASK, USF1, and ATXN2 variants on a variety of human phenotypes and classes of disease, from hyperlipidemia and diabetes to neurodegenerative disorders using the All of Us dataset.
In addition to the wide variety of phenotypic data that will aid in understanding the influence of variation in cellular respiration and triglyceride levels, the ancestral diversity represented by the individuals in the dataset will allow us to identify patterns and variants that differ or are similar across ancestry, defining effects common to humankind while opening further studies on multigene, secondary variants.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Miranda Sharp
- Graduate Trainee, Brigham Young University
Mary Davis
- Early Career Tenure-track Researcher, Brigham Young University
Lydia Howell
- Graduate Trainee, Brigham Young University
Kylee Bates
- Undergraduate Student, Brigham Young University
Collaborators:
Breckin Forstrom - Undergraduate Student, Brigham Young University
Christian Betteridge - Undergraduate Student, Brigham Young University
Alyks Odell - Undergraduate Student, Brigham Young University"
INTERVENE,"We are estimating cumulative incidence of common disaeases (heart disease, diabetes, asthma) across polygenic score strata after appropriately modelling for age and sex. This has been done in European populations and we are validating the method on diverse ancestries. We…","Scientific Questions Being Studied
We are estimating cumulative incidence of common disaeases (heart disease, diabetes, asthma) across polygenic score strata after appropriately modelling for age and sex. This has been done in European populations and we are validating the method on diverse ancestries. We will use broad geographic categories for ancestry as used by the 1000 Genomes Project (East Asian, South Asian, African, Hispanic, European). This is important to consider all participants and not just those of European ancestry. This is a first step in providing patients with absolute rather than relative risks when polygenic scores are implemented in the clinic.","Project Purpose(s)
Methods Development","Scientific Approaches
We use Global Burden of Disease estimates of mortality and prevalence to estimate baseline hazards. This allows us to have a more generalized estimate of disease risk when using biobank data. We will use genotype data and EHR to estimate polygenic scores and define disease cases and healthy controls. This work is also being carried out in global biobanks.","Anticipated Findings
We will provide cumulative incidences for diseases across polygenic score strata stratified by ancestry, age, and sex. We anticipate finding similar trends of cumulative incidence across ancestry groups but it's important to fairly consider these groups given different allele frequencies and socioeconomic determinants of health.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Brooke Wolford
- Research Fellow, University of Michigan"
"Exploring the Intersections of Diabetes, Obesity, and Socioeconomic Status","Question: How do income, education, and occupation variables interconnect in influencing the prevalence of diabetes and obesity among adults aged 18-65? Importance: Investigating the multifaceted relationship between income, education, and occupation will contribute to a more comprehensive understanding of the…","Scientific Questions Being Studied
Question: How do income, education, and occupation variables interconnect in influencing the prevalence of diabetes and obesity among adults aged 18-65?
Importance: Investigating the multifaceted relationship between income, education, and occupation will contribute to a more comprehensive understanding of the social determinants impacting diabetes and obesity. This knowledge is essential for developing targeted interventions that consider the interconnected nature of these socioeconomic factors.","Project Purpose(s)
Population Health","Scientific Approaches
In our cross-sectional study targeting adults aged 18-65, we will employ a combination of surveys, medical records analysis, and interviews to investigate the relationship between income levels, diabetes, and obesity. Utilizing random sampling, we aim for a representative sample. Key independent variables include income, education, and occupation, while dependent variables encompass BMI and the presence of diabetes. Data will be analyzed using statistical methods, including inferential statistics and subgroup analysis. Geospatial tools will aid in exploring regional variations, and ethical considerations will be prioritized. This mixed-methods approach aims to provide a comprehensive understanding of the socioeconomic factors influencing health outcomes. Rigorous procedures will be implemented to ensure data validity and reliability.","Anticipated Findings
The anticipated findings of this study suggest a significant correlation between lower income levels and higher prevalence of diabetes, with a parallel association indicating elevated rates of obesity among individuals with limited access to health resources. Additionally, the roles of education and occupation are expected to be crucial, acting as intermediary factors influencing overall health outcomes. Disparities in healthcare access are likely to emerge, particularly affecting lower-income groups and potentially hindering timely preventive care and early interventions. Regional variations in diabetes and obesity rates, tied to income disparities, are anticipated, highlighting potential geographical hotspots that may require targeted public health interventions.
The findings have the potential to inform the development of targeted interventions and public health policies, catering to the specific challenges faced by different income groups..","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Joshua Amosu
- Undergraduate Student, Fisk University
Collaborators:
Sajid Hussain - Mid-career Tenured Researcher, Fisk University
Aditya Karki - Undergraduate Student, Fisk University"
Obesity and Diabetes Workspace,Obesity and Diabetes are very common in African Americans and we need to investigate healthcare disparities for African American related to Obesity and Diabetes. The quality of life is greatly impacted for Blacks and African Americans because of Obesity and…,"Scientific Questions Being Studied
Obesity and Diabetes are very common in African Americans and we need to investigate healthcare disparities for African American related to Obesity and Diabetes. The quality of life is greatly impacted for Blacks and African Americans because of Obesity and Diabetes.","Project Purpose(s)
Educational","Scientific Approaches
We will look at the data sets involving income levels, healthcare metrics, electronic health records, fit bit data (if available), and demographics. We will analyze the datasets to find the relationships between these variables.","Anticipated Findings
Identify correlation between different variables that help in addressing the problem of managing diabetes and obesity for African Americans.","Demographic Categories of Interest
Race / Ethnicity
Age
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Sajid Hussain
- Mid-career Tenured Researcher, Fisk University
Collaborators:
Joshua Amosu - Undergraduate Student, Fisk University"
BIO 340,How do different insulin therapies impact the progression and long-term outcomes of Type 1 Diabetes?,"Scientific Questions Being Studied
How do different insulin therapies impact the progression and long-term outcomes of Type 1 Diabetes?","Project Purpose(s)
Disease Focused Research (type 1 diabetes mellitus)
Population Health
Social / Behavioral
Educational
Drug Development
Methods Development
Ancestry","Scientific Approaches
Utilize the R programming language or Python for the statistical analysis and examination of datasets. Employing these programming languages will enable the application of advanced data analysis techniques, including but not limited to statistical modeling.","Anticipated Findings
Understanding the intricate interplay of genetic and environmental factors contributing to the development of Type 1 diabetes, along with the commonly prescribed medications for managing the condition. Our goal is to acquire a basic understanding of the variations among the available treatments for Type 1 diabetes. Through thorough exploration on data results of these treatments, we aim to clarify the subtle distinctions in their mechanisms, effectiveness, and influence on individuals dealing with Type 1 diabetes. We aim to produce an insightful analysis that may contribute to better understanding in diabetes care.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Jigz Cozada
- Undergraduate Student, Arizona State University"
"Religion, Spirituality, and Health Outcomes","There has been decreasing self-reported affiliation with religion in the US over the past several decades. Health outcomes of those who identify as being religious have been somewhat mixed. I'm interested in using All of Us to look at broad,…","Scientific Questions Being Studied
There has been decreasing self-reported affiliation with religion in the US over the past several decades.  Health outcomes of those who identify as being religious have been somewhat mixed.  I'm interested in using All of Us to look at broad, societal changes within the US, and would like to:
a) Look at the underlying demographics of those who consider themselves to be religious or spiritual
b) See if we can identify temporal trends in this population (i.e. decreasing over time)
c) Pick a specific disease state (e.g. diabetes and A1c) and see if I can identify differences between those who are and are not ""religious"".","Project Purpose(s)
Educational","Scientific Approaches
At this point, I'm early in my data science journey.  I'm learning R and Python, and will first do some descriptive statistics around populations who are ""religious"" or ""spiritual.""  I then hope to find an association between this designation and a health outcome.","Anticipated Findings
Given the trend in decreasing religious affiliation, if there is indeed an association between being religious and health outcomes, we need to be aware of broader societal impacts this can have.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Allen Chang
- Research Fellow, University of Massachusetts Medical School
Collaborators:
Ben Gerber - Late Career Tenured Researcher, University of Massachusetts Medical School"
Untangling the Impact of Depression on Diabetic Ulceration,The Purpose of my thesis is to untangle the impact of depression on adverse outcomes in the diabetic patient population. The particular adverse outcome I will be focusing on is diabetic foot ulceration in a national electronic health record (EHR)…,"Scientific Questions Being Studied
The Purpose of my thesis is to untangle the impact of depression on adverse outcomes in the diabetic patient population. The particular adverse outcome I will be focusing on is diabetic foot ulceration in a national electronic health record (EHR) cohort of adult diabetic patients.  I will examine the effects of having diagnosed clinical depression, active depressive symptomology, and specific antidepressant medication treatment on the incidence of and time to foot ulceration. A better understanding of the role depression may play in the course of diabetes may help clinicians better manage the clinical care of diabetic patients.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Population Health
Social / Behavioral
Educational","Scientific Approaches
The goal of this proposed research is to untangle the impact of depression on incident diabetic ulceration and time to diabetic ulceration. To achieve that goal I will be running multiple cohort studies using both traditional longitudinal analysis and survival analysis methods.","Anticipated Findings
Through longitudinal analysis, the messy relationship that depression has with the clinical course of diabetes, can be disentangled into an actionable set of clinical intervention points which physician can use to better care for their diabetic patients. Current research lacks a longitudinal survival analysis approach to this topic. I propose three longitudinal analyses to better understand the relationship between depression and the time to diabetic ulceration. Analyses will tackle the effects of Clinical Depression, Depressive Symptomology, and Antidepressant Treatment respectively. My results may serve as useful information for clinical practice and as a guild to future RCT research to improve outcomes in this population.  Through my thesis I may untangle the impact of depression on adverse outcomes in the diabetic patient population.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Alexander Rader
- Graduate Trainee, University of Texas Medical Branch (UTMB) at Galveston"
2 X 2 MR ind level data,"The primary scientific inquiry we aim to investigate revolves around ascertaining whether the simultaneous pharmacological inhibition of two blood glucose lowering agents yields additional cardiovascular benefits in comparison to the inhibition of either target in isolation, particularly in high-risk patients.…","Scientific Questions Being Studied
The primary scientific inquiry we aim to investigate revolves around ascertaining whether the simultaneous pharmacological inhibition of two blood glucose lowering agents yields additional cardiovascular benefits in comparison to the inhibition of either target in isolation, particularly in high-risk patients.
This research question holds significant importance as prevailing guidelines advocate for a more intensive management approach for type 2 diabetes in high-risk patients. However, a substantial number of these patients struggle to attain the recommended treatment targets, even with maximal therapy. By examining the combined effects on blood glucose reduction and cardiovascular risk mitigation through the inhibition of two blood glucose lowering agents , as demonstrated in this study, we intend to establish a compelling rationale for exploring the therapeutic potential of a combined inhibitor approach.","Project Purpose(s)
Disease Focused Research (type 2 diabetes and CVD)
Methods Development","Scientific Approaches
Dataset:
Utilize individual-level data from patients diagnosed with type 2 diabetes and CVD. Identify those at high risk who fail to achieve target blood glucose levels despite being on the maximum tolerated therapy for blood glucose reduction.
Methods:
Stratify participants based on genetic variants that are predictive of higher or lower levels. Subsequently, compare the rates of blood glucose reduction and cardiovascular events.
Analyses:
Utilize linear regression models to quantify the differences in blood glucose levels based on specific genotypes. Additionally, employ Cox proportional hazards models to estimate the risk of cardiovascular events associated with different genotypes.
Test for interactions between genetic variants and the treatment effects of inhibitors on both blood glucose levels and clinical events.","Anticipated Findings
If genetic proxies confirm greater blood glucose reduction and cardiovascular benefit from blood glucose lowering variants, it would provide proof-of-concept evidence supporting combined pharmacological as a novel strategy for incremental risk reduction in high-risk patients, not at blood glucose goal. This would genetically validate the approach and inform the design of an outcomes trial directly comparing dual inhibition to individual inhibition alone","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Subbaramireddy  Remala
- Graduate Trainee, Mass General Brigham"
GWAS,"All prevalent human diseases, such as Alzheimer’s, Parkinson’s or diabetes, are known to be driven by a complex combination of genetic and environmental factors. Numerous genome-wide association studies (GWAS) have linked thousands of genetic variants to common diseases. By design,…","Scientific Questions Being Studied
All prevalent human diseases, such as Alzheimer’s,
Parkinson’s or diabetes, are known to be driven by a complex combination of genetic and
environmental factors. Numerous genome-wide association
studies (GWAS) have linked thousands of genetic variants to common diseases. By design, GWAS
only find associations with a disease but cannot reveal which genetic variants are causal within
associated regions of the genome.  Current “fine mapping” algorithms, which aim to
pinpoint the truly causal variants, fail if there are too many variants that are inherited together, which is
often the case. This project will develop a new fine mapping method that uses GWAS data to identify
combinations of genetic variants.","Project Purpose(s)
Methods Development
Ancestry","Scientific Approaches
The new method is based on a mathematical approximation that makes it much faster than existing
algorithms. This speed advantage allows the method to exhaustively explore the large number of
possible combinations of variants and identify those that have a high probability of being causal. In this
project, the new method will be thoroughly benchmarked against state-of-the art methods on simulated
data, for which the ground truth is known. The method will also be extended to consider additional
information about the human genome, such as the position of genes or molecular characteristics that
control the expression of genes.","Anticipated Findings
Many novel disease-associated genetic variants that have been overlooked to date are expected to be discovered by the
new approach. The final goal of the project is to implement the method in a user-friendly software
package that can be easily adopted by the bioinformatics community.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Stepan Grinek
- Research Associate, New York Stem Cell Foundation"
