title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text
HS & Asthma,"There is some recent literature that describes an increased prevalence of asthma in patients with hidradenitis suppurativa, compared to the standard population. This study aims to explore the patient demographics/characteristics, risk factors, and/or additional co-morbidities that are associated with a…","Scientific Questions Being Studied
There is some recent literature that describes an increased prevalence of asthma in patients with hidradenitis suppurativa, compared to the standard population. This study aims to explore the patient demographics/characteristics, risk factors, and/or additional co-morbidities that are associated with a dual diagnosis of hidradenitis suppurativa and asthma.","Project Purpose(s)
Disease Focused Research (hidradenitis suppurativa)","Scientific Approaches
This study will compare patients diagnosed with both hidradenitis suppurativa and asthma, to patients with only an HS diagnosis. We will perform statistical analysis with odds ratio and student t-test to identify significant differences between the two groups.","Anticipated Findings
Our study aims to identify the factors associated with HS and asthma, such that future clinicians may better screen and address any associated co-morbidities.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Austin Hwang
- Graduate Trainee, Northwestern University
Collaborators:
Zhanlin Chen - Graduate Trainee, Northwestern University","HS & Asthma There is some recent literature that describes an increased prevalence of asthma in patients with hidradenitis suppurativa, compared to the standard population. This study aims to explore the patient demographics/characteristics, risk factors, and/or additional co-morbidities that are associated with a…"
Bronchiectasis,"Degree of overlap and co-occurrence of obstructive lung diseases (asthma, COPD, bronchiectasis) and to study differences in the overlap and co-occurrence of these conditions by sex/gender, ethnicity, smoking history, geographic region, BMI, and socioeconomic status. Examine clinical and laboratory data…","Scientific Questions Being Studied
Degree of overlap and co-occurrence of obstructive lung diseases (asthma, COPD, bronchiectasis) and to study differences in the overlap and co-occurrence of these conditions by sex/gender, ethnicity, smoking history, geographic region, BMI, and socioeconomic status. Examine clinical and laboratory data that support the diagnosis of these conditions. We will also examine the co-occurrence of these conditions with other common cardio-pulmonary conditions including pulmonary hypertension, sleep apnea, and heart failure. Additionally, we hope to examine how treatment varies amongst patients with one disease compared to those with multiple overlap conditions.","Project Purpose(s)
Disease Focused Research (Bronchiectasis)","Scientific Approaches
All of the EHR condition domains define the presence of these conditions, as do the Basics, Lifestyle, and Overall Health survey data to examine demographics, smoking history, family history, and ethnicity concerning these conditions. We would use standard statistical approaches within R to examine descriptive statistics, correlations, and between-group differences.","Anticipated Findings
We suspect that we will find significant overlap in these above-stated conditions, but that the prevalence of overlap will vary amongst population subgroups. We anticipate that some degree of overlap will be due to diagnostic mislabeling that may be found to not be supported by diagnostic testing in the EHR data. The presence of a higher overlap of these conditions within certain groups may provide clues into the pathophysiology and prevention of these conditions.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Mahima Jain
- Project Personnel, Boston University
Collaborators:
Ruchika Sangani - Research Fellow, Boston University
George O'Connor - Late Career Tenured Researcher, Boston University","Bronchiectasis Degree of overlap and co-occurrence of obstructive lung diseases (asthma, COPD, bronchiectasis) and to study differences in the overlap and co-occurrence of these conditions by sex/gender, ethnicity, smoking history, geographic region, BMI, and socioeconomic status. Examine clinical and laboratory data…"
PROJECT1,The research question for this project is to build a prediction model for asthma exacerbation in adult US population.,"Scientific Questions Being Studied
The research question for this project is to build a prediction model for asthma exacerbation in adult US population.","Project Purpose(s)
Disease Focused Research (asthma)","Scientific Approaches
We will use machine learning models to predict asthma exacerbation. we ill use diverse population in All of US study to build generalisable prediction model.","Anticipated Findings
We anticipate robust prediction model which can be generalised to US population including minorities.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Sahithi Thummuri
- Graduate Trainee, Indiana University",PROJECT1 The research question for this project is to build a prediction model for asthma exacerbation in adult US population.
GDF11 PheWAS V6 (2.0),Our overarching goal is to determine the traits that GDF11 SNPs (identified in previously published GWAS – using our previous study) are significantly associated with in a diverse US population. We wish to conduct population stratification to see if expression…,"Scientific Questions Being Studied
Our overarching goal is to determine the traits that GDF11 SNPs (identified in previously published GWAS – using our previous study) are significantly associated with in a diverse US population. We wish to conduct population stratification to see if expression of GDF11 SNPs results in different health outcomes when varying genetic ancestry. We hope these results will shed light on how GDF11 expression plays a role in the development of various chronic cardio-vascular and respiratory conditions including asthma. We plan on conducting population stratification so that we may analyze results in the context of the total, diverse US population and also within the context of focusing on groups with shared genetic ancestry. Our null hypothesis is that disease associations with this SNP would be consistent across ancestral backgrounds.","Project Purpose(s)
Population Health
Ancestry","Scientific Approaches
METHODS: Tools: We will utilize a mix of Python and R via the Jupyter Notebooks to conduct a Phenome-Wide Association Study. Logistic regression will be performed using the ‘statsmodels’ module. Our exposure variable will be expression of various GDF11 SNPs. We will use previously established mapping of ICD 9 and ICD 10 disease representation to a set of common PheCodes that will be pulled from the Smoking PheWAS tutorial workspace available on AoU.","Anticipated Findings
We hypothesize that GDF11 will be associated with various cardio-vascular and respiratory diseases like asthma and that these results would be consistent with results found in our previous study conducted using the UK Biobank.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Sudhanva Rao
- Undergraduate Student, University of Georgia
Jessica Strosahl
- Graduate Trainee, University of Georgia",GDF11 PheWAS V6 (2.0) Our overarching goal is to determine the traits that GDF11 SNPs (identified in previously published GWAS – using our previous study) are significantly associated with in a diverse US population. We wish to conduct population stratification to see if expression…
"Association between keloid, atopic dermatitis, allergic contact dermatitis","1. Is there an increased risk for keloids in patients with atopic dermatitis (AD) . Atopic dermatitis is associated with allergic comorbidities, such as asthma, allergic rhinitis (AR), and allergic contact dermatitis (ACD). The etiology of keloid is largely unknown;…","Scientific Questions Being Studied
1. Is there an increased risk for keloids in patients with atopic dermatitis (AD) . Atopic dermatitis is associated with allergic comorbidities, such as asthma, allergic rhinitis (AR), and allergic contact dermatitis (ACD). The etiology of keloid is largely unknown; however, AD and keloid share inflammatory pathways characterized by T-helper cell 2 cytokines and increased dermal fibroblast activity. The prevalence of keloids has been reported to increase in patients with AD, but it
remains controversial. This study aimed to estimate the prevalence of keloids in patients with AD, and compare it with the prevalence of other comorbidities of AD.
2. Is there an increased risk for allergic contact dermatitis (ACD) in patients with AD. Patients with AD have increased penetration of allergens, immune dysregulation (including shared cytokine pathways), and frequent use of emollients and topical medications, all of which may predispose toward developing ACD.","Project Purpose(s)
Disease Focused Research (keloid, atopic dermatitis, allergic contact dermatitis)","Scientific Approaches
A cross-sectional study was conducted using electronic health record data (EHRD) from the All of Us database to compare the odds of CR in those with and without AD.
Patients with AD were compared with those without. Pearson’s chi-squared test or Fisher exact test was used for categorical variables, and an unpaired t test was used for the continuous variables. Multivariable analyses using logistic regression were used to determine the association between AD and ACD/Keloid after controlling for demographics and other atopic comorbidities.","Anticipated Findings
there is an increased risk for keloids in patients with atopic dermatitis (AD) . Atopic dermatitis is associated with allergic comorbidities, such as asthma, allergic rhinitis (AR), and allergic contact dermatitis (ACD). The etiology of keloid is largely unknown; however, AD and keloid share inflammatory pathways characterized by T-helper cell 2 cytokines and increased dermal fibroblast activity. The prevalence of keloids has been reported to increase in patients with AD, but it
remains controversial. This study aimed to estimate the prevalence of keloids in patients with AD, and compare it with the prevalence of other comorbidities of AD.
there is an increased risk for allergic contact dermatitis (ACD) in patients with AD. Patients with AD have increased penetration of allergens, immune dysregulation (including shared cytokine pathways), and frequent use of emollients and topical medications, all of which may predispose toward developing ACD.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Li-Chi Chen
- Research Fellow, Beth Israel Deaconess Medical Center
Collaborators:
Mykayla Sandler - Graduate Trainee, Harvard Medical School","Association between keloid, atopic dermatitis, allergic contact dermatitis 1. Is there an increased risk for keloids in patients with atopic dermatitis (AD) . Atopic dermatitis is associated with allergic comorbidities, such as asthma, allergic rhinitis (AR), and allergic contact dermatitis (ACD). The etiology of keloid is largely unknown;…"
Calcium Inibs and MM,"Evaluate the use of Antihypertensive drugs, in particular Calcium Channel Blockers, as Risk Factors for Multiple Myeloma. Taking into consideration population demographics (including age, sex, and race/ethnicity), health insurance status, body mass index before MM diagnosis, environmental factors (as indicated…","Scientific Questions Being Studied
Evaluate the use of  Antihypertensive drugs, in particular Calcium Channel Blockers, as Risk Factors for Multiple Myeloma.
Taking into consideration population demographics (including age, sex, and race/ethnicity), health insurance status, body mass index before MM diagnosis, environmental factors (as indicated by the zipcode's deprivation index), and pre-existing comorbidities before MM diagnosis such as congestive heart failure (CHF), chronic obstructive pulmonary disease (COPD), hypertension (treated and untreated), diabetes, and asthma and when available using haplotype data too.","Project Purpose(s)
Disease Focused Research (multiple myeloma)
Ancestry","Scientific Approaches
We will utilize structured and unstructured datasets, including socio-demographic, occupational, dietary, and health (SODH) data and genome-wide association study (GWAS) data, plus genomic markers. Our methods will encompass data preprocessing, exploratory data analysis, genetic association studies, statistical modelling and machine learning modeling, followed by model evaluation. We will employ tools for data management, genetic analysis, machine learning, and visualization, such as Python, R, PLINK, GCTA, Scikit-learn, and Matplotlib. High-performance computing may also be used, depending on dataset sizes. Through these methods and tools, we aim to deepen understanding of genetic and environmental influences on multiple myeloma risk.","Anticipated Findings
Identify new genetic and demographic risk factors for multiple myeloma.
Evaluate the synergistic effects between these factors in disease susceptibility.
Create a predictive model for assessing individual risk for this disease, leading to early diagnosis and  improved outcomes.
These findings could enhance our understanding of multiple myeloma, support the development of preventive and therapeutic strategies.","Demographic Categories of Interest
Race / Ethnicity
Geography","Data Set Used
Registered Tier","Research Team
Owner:
Ariel Aptekmann
- Project Personnel, Hackensack University Medical Center","Calcium Inibs and MM Evaluate the use of Antihypertensive drugs, in particular Calcium Channel Blockers, as Risk Factors for Multiple Myeloma. Taking into consideration population demographics (including age, sex, and race/ethnicity), health insurance status, body mass index before MM diagnosis, environmental factors (as indicated…"
LRS/EIHS,1. How does socioeconomic status influence the risk of stroke? 2. How does marijuana use affect anxiety? 3. What is the impact of social life on a person’s marijuana usage? 4. What is the effect of urban vs. rural living…,"Scientific Questions Being Studied
1. How does socioeconomic status influence the risk of stroke?
2. How does marijuana use affect anxiety?
3. What is the impact of social life on a person’s marijuana usage?
4. What is the effect of urban vs. rural living on the risk of developing asthma?
5. How does socioeconomic status affect the prevalence of neuralgia in women?","Project Purpose(s)
Educational","Scientific Approaches
1. How does socioeconomic status influence the risk of stroke?
- Annual income
- Family health history of stroke
2. How does marijuana use affect anxiety?
- Survey: Marijuana use
- Anxiety diagnosis/survey response
3. What is the impact of social life on a person’s marijuana usage?
- Survey: How often do you feel left out?
- Survey: How often do you feel alone
- Survey: Marijuana use
4. What is the effect of income and air pollution (proxy: urban vs. rural location) on the risk of developing asthma?
- Rural vs. urban proportion of first three zip codes (from external census data)
- Survey: annual income
- Survey: Asthma
5. How does socioeconomic status affect the prevalence of neuralgia in women?
- Annual income
- Neuralgia diagnosis","Anticipated Findings
Expected outcomes
1. How does socioeconomic status influence the risk of stroke?
- Lower income associated with higher risk of stroke
2. How does marijuana use affect anxiety?
- Marijuana use associated with anxiety
3. What is the impact of social life on a person’s marijuana usage?
- More lonely or left out associated with more marijuana use
4. What is the effect of income and air pollution (proxy: urban vs. rural location) on the risk of developing asthma?
- Higher income associated with less asthma in urban settings; no effect in rural settings
5. How does socioeconomic status affect the prevalence of neuralgia in women?
- Higher income associated with less neuralgia","Demographic Categories of Interest
Geography
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Eric Sodja
- Graduate Trainee, University of Utah",LRS/EIHS 1. How does socioeconomic status influence the risk of stroke? 2. How does marijuana use affect anxiety? 3. What is the impact of social life on a person’s marijuana usage? 4. What is the effect of urban vs. rural living…
Obstructive lung diseases in All of Us,"We will examine the degree of overlap (co-occurrence) of different obstructive lung diagnoses (asthma, COPD, bronchiectasis), and we will examine whether the overlap of these conditions differs by sex/gender, ethnicity, smoking history, geographic region, BMI, and socioeconomic status. We will…","Scientific Questions Being Studied
We will examine the degree of overlap (co-occurrence) of different obstructive lung diagnoses (asthma, COPD, bronchiectasis), and we will examine whether the overlap of these conditions differs by sex/gender, ethnicity, smoking history, geographic region, BMI, and socioeconomic status. We will examine clinical and laboratory data that support the diagnosis of these conditions, assessing the degree to which diagnostic overlap appears to clinical and laboratory features as opposed to diagnostic mislabeling. We will also examine the co-occurrence of these conditions with other common cardio-pulmonary conditions including pulmonary hypertension, sleep apnea, and heart failure. Additionally, we will examine how treatment varies among patients with one obstructive lung disease compared to those with overlapping diagnoses.","Project Purpose(s)
Disease Focused Research (Obstructive lung diseases)","Scientific Approaches
Our analyses will require variables from all EHR Domains datasets: conditions, drug exposures, labs and measurements, and procedures. We will also require variables from the Survey Questions domains of The Basics, Lifestyle and Overall Health to examine demographics, smoking history, family history and ethnicity in relation to these conditions. We will use standard statistical approaches within R to examine descriptive statistics, correlations and between-group differences.","Anticipated Findings
We hypothesize that we will find significant overlap of these above stated conditions, but that the prevalence of overlap will vary amongst population subgroups. We further hypothesize that some degree of overlap will be due to diagnostic mislabeling not supported by diagnostic testing in the EHR data. The presence of higher overlap of these conditions within certain groups may provide clues into the pathophysiology and prevention of these conditions. We also hypothesize that the treatment for these three obstructive lung diseases and the various overlap combinations will differ among patient subgroups defined by demographic factors.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
George O'Connor
- Late Career Tenured Researcher, Boston University
Collaborators:
Ruchika Sangani - Research Fellow, Boston University
Mahima Jain - Project Personnel, Boston University
Hanfei Xu - Graduate Trainee, Boston University","Obstructive lung diseases in All of Us We will examine the degree of overlap (co-occurrence) of different obstructive lung diagnoses (asthma, COPD, bronchiectasis), and we will examine whether the overlap of these conditions differs by sex/gender, ethnicity, smoking history, geographic region, BMI, and socioeconomic status. We will…"
PRS AoU,We would like to develop a multi-trait multi-ancestry risk prediction model for respiratory diseases such as COPD and asthma.,"Scientific Questions Being Studied
We would like to develop a multi-trait multi-ancestry risk prediction model for respiratory diseases such as COPD and asthma.","Project Purpose(s)
Disease Focused Research (Respiratory diseases)
Methods Development
Control Set
Ancestry","Scientific Approaches
Using publically available summary statistics, we will develop and validate polygenic risk scores that combine information from multiple related traits and multiple ancestry populations.","Anticipated Findings
Joint analysis of large-scale multi-ancestry studies of respiratory diseases will accelerate novel genetic discoveries and improve precision medicine.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Yixuan He
- Research Fellow, Broad Institute
Collaborators:
Ying Wang - Research Fellow, Mass General Brigham",PRS AoU We would like to develop a multi-trait multi-ancestry risk prediction model for respiratory diseases such as COPD and asthma.
AoU-CAD,"Trying to replicate the paper: https://link.springer.com/article/10.1007/s00403-023-02539-z Joel, M.Z., Fan, R., Damsky, W. et al. Psoriasis associated with asthma and allergic rhinitis: a US-based cross-sectional study using the All of US Research Program. Arch Dermatol Res 315, 1823–1826 (2023). https://doi.org/10.1007/s00403-023-02539-z but…","Scientific Questions Being Studied
Trying to replicate the paper: https://link.springer.com/article/10.1007/s00403-023-02539-z Joel, M.Z., Fan, R., Damsky, W. et al. Psoriasis associated with asthma and allergic rhinitis: a US-based cross-sectional study using the All of US Research Program. Arch Dermatol Res 315, 1823–1826 (2023). https://doi.org/10.1007/s00403-023-02539-z
but with CAD and coronary angiography procedure instead of psoriasis and asthma","Project Purpose(s)
Disease Focused Research (coronary artery disease)","Scientific Approaches
Trying to replicate the paper: https://link.springer.com/article/10.1007/s00403-023-02539-z Joel, M.Z., Fan, R., Damsky, W. et al. Psoriasis associated with asthma and allergic rhinitis: a US-based cross-sectional study using the All of US Research Program. Arch Dermatol Res 315, 1823–1826 (2023). https://doi.org/10.1007/s00403-023-02539-z
but with CAD and coronary angiography procedure instead of psoriasis and asthma","Anticipated Findings
Trying to replicate the paper: https://link.springer.com/article/10.1007/s00403-023-02539-z Joel, M.Z., Fan, R., Damsky, W. et al. Psoriasis associated with asthma and allergic rhinitis: a US-based cross-sectional study using the All of US Research Program. Arch Dermatol Res 315, 1823–1826 (2023). https://doi.org/10.1007/s00403-023-02539-z
but with CAD and coronary angiography procedure instead of psoriasis and asthma","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Michael Yen
- Project Personnel, Yale University","AoU-CAD Trying to replicate the paper: https://link.springer.com/article/10.1007/s00403-023-02539-z Joel, M.Z., Fan, R., Damsky, W. et al. Psoriasis associated with asthma and allergic rhinitis: a US-based cross-sectional study using the All of US Research Program. Arch Dermatol Res 315, 1823–1826 (2023). https://doi.org/10.1007/s00403-023-02539-z but…"
Genetic Markers for COPD,"I intend to use this data to study genetic variants associated with chronic obstructive pulmonary disease (COPD), attempting to replicate the results found in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6546635/. The original study, which made use of data from the UK Biobank and…","Scientific Questions Being Studied
I intend to use this data to study genetic variants associated with chronic obstructive pulmonary disease (COPD), attempting to replicate the results found in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6546635/. The original study, which made use of data from the UK Biobank and the International COPD Genetics Consortium, found 84 loci that were significantly associated with COPD, 35 of which were novel. They also found that 14 of these loci were also associated with asthma or pulmonary fibrosis. By verifying the results of this study with a dataset such as AllOfUs, this helps ensure the efficacy of the results, given the separate data source. Additionally, this is an exercise performed as part of BCB 504 Statistical Methods In Genetics And Bioinformatics at Worcester Polytechnic Institute for the my training as a student.","Project Purpose(s)
Disease Focused Research (chronic obstructive pulmonary disease)
Educational
Methods Development
Ancestry","Scientific Approaches
I plan to perform a genome-wide association study on whole genome sequencing data for individuals that both have and do not have COPD using Hail within Python. I will perform follow-up analysis based on the results, especially for any results that are inconsistent with the original study.","Anticipated Findings
I anticipate to find results consistent with the study that this project is based on. While it is unlikely that the results match perfectly, they should at least be largely consistent. Additional loci of interest may be identified, and/or some of the results from the original study may be found to be inconsistent with this dataset.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Shariq Madha
- Graduate Trainee, Worcester Polytechnic Institute
Collaborators:
Zheyang Wu - Late Career Tenured Researcher, Worcester Polytechnic Institute","Genetic Markers for COPD I intend to use this data to study genetic variants associated with chronic obstructive pulmonary disease (COPD), attempting to replicate the results found in this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6546635/. The original study, which made use of data from the UK Biobank and…"
Asthma and Social Stressors,"I hope to explore associations between asthma severity (categorized as intermittent or persistent) and exposure to environmental and psychosocial stressors, such as community violence, discrimination, and perceived stress. An understanding of this can aid in health promotion for marginalized populations…","Scientific Questions Being Studied
I hope to explore associations between asthma severity (categorized as intermittent or persistent) and exposure to environmental and psychosocial stressors, such as community violence, discrimination, and perceived stress. An understanding of this can aid in health promotion for marginalized populations who are often exposed to these stressors, and assist in assessing appropriate interventions (mental health-focused or otherwise).","Project Purpose(s)
Disease Focused Research (asthma)
Population Health
Social / Behavioral","Scientific Approaches
We hope to analyze data from the Social Determinants of Health survey as they relate to the condition of interest (asthma; in the Conditions domain), while potentially controlling for certain demographic variables.","Anticipated Findings
We hope to assess whether there is an association between these adverse social/environmental exposures and experiences with asthma. This will support an understanding of how environmental factors may influence the severity of this disease.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Prudny Bonnaire Fils
- Undergraduate Student, University of Florida
Collaborators:
Ruina He - Project Personnel, University of Florida
elizabeth castaneda - Project Personnel, University of Florida
kaitlyn swacil - Project Personnel, University of Florida
Hanzhi Gao - Research Fellow, University of Florida
Catalina Lopez-Quintero - Early Career Tenure-track Researcher, University of Florida","Asthma and Social Stressors I hope to explore associations between asthma severity (categorized as intermittent or persistent) and exposure to environmental and psychosocial stressors, such as community violence, discrimination, and perceived stress. An understanding of this can aid in health promotion for marginalized populations…"
Asthma,We are currently exploring this workbench to study childhood asthma. We would like to explore the role of gene by environment interactions in childhood asthma and integrate genomewide association analysis with gene exprssion data collected from single cell experiments.,"Scientific Questions Being Studied
We are currently exploring this workbench to study childhood asthma. We would like to explore the role of gene by environment interactions in childhood asthma and integrate genomewide association analysis with gene exprssion data collected from single cell experiments.","Project Purpose(s)
Methods Development","Scientific Approaches
We will use standard genomewide association models focusing on individuals with history of childhood asthma. We would like to explore the role of gene by environment interactions, where the environment is a measure of psychological stress. We may be able to use information about neighborhood and socio-economic status is available to test for GxE.","Anticipated Findings
We would like to find gene by environment interaction both at the molecular level (i.e. gene expression) and at the organismal level(i.e. asthma symptoms).","Demographic Categories of Interest
Race / Ethnicity
Age
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Roger Pique-Regi
- Mid-career Tenured Researcher, Wayne State University",Asthma We are currently exploring this workbench to study childhood asthma. We would like to explore the role of gene by environment interactions in childhood asthma and integrate genomewide association analysis with gene exprssion data collected from single cell experiments.
Multi-ethnic genome wide association study of asthma,"Asthma affects 339 million people worldwide and the total is expected to reach 400 million by 2025. Further, asthma disproportionately affects certain racial and ethnic groups, with higher prevalence and more severe outcomes among Black, Hispanic, and Native American populations.…","Scientific Questions Being Studied
Asthma affects 339 million people worldwide and the total is expected to reach 400 million by 2025. Further, asthma disproportionately affects certain racial and ethnic groups, with higher prevalence and more severe outcomes among Black, Hispanic, and Native American populations. The reasons for these disparities are complex and include genetic factors and environmental exposures. Although genome-wide association studies (GWAS) have identified susceptibility loci for asthma, little is known about genetic determinants that may explain racial disparities of asthma. Also, previous observational studies indicate that the mechanisms underlying asthma exacerbation may differ between asthmatic smokers and non-smokers. However, the genetic characteristics and differences between these groups are unknown. Therefore, we will identify novel loci contributing to racial disparities of asthma, and compare genetic factors associated with asthma exacerbation between smokers and non-smokers.","Project Purpose(s)
Disease Focused Research (Asthma)
Population Health
Ancestry","Scientific Approaches
We will conduct a large-scale, multi-ethnic genome wide association study of asthma with a focus on racial differences using the All of Us data. The All of Us WGS Hail MatrixTable will be used as the genotypic data in this analysis. Asthma outcomes will be defined using electronic health records. Linear regressions will be used with adjustment for covariates including age and sex. Stratified analyses by smoking status will be performed to compare genetic factors associated with asthma exacerbation between smokers and non-smokers.","Anticipated Findings
We anticipate that our findings will identify novel loci contributing to racial disparities of asthma, and provide a better understanding of molecular pathways and networks of asthma in diverse populations. Identifying genetic variants associated with asthma racial disparities may help elucidate the mechanisms of disease, and design strategies of intervention and preventive advice, and of therapeutic intervention on the population at risk.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Jungeun  Lim
- Other, National Heart, Lung, and Blood Institute (NIH - NHLBI)","Multi-ethnic genome wide association study of asthma Asthma affects 339 million people worldwide and the total is expected to reach 400 million by 2025. Further, asthma disproportionately affects certain racial and ethnic groups, with higher prevalence and more severe outcomes among Black, Hispanic, and Native American populations.…"
Asthma Attack Prediction: Machine Learning Approach,"Despite progress in therapeutic approaches, according to CDC about 50% of individuals with asthma continue to experience asthma attack (Asthma exacerbation) every year. Asthma attack is an acute episode of progressively worsening of asthma symptoms. Uncontrolled asthma (episodes of asthma…","Scientific Questions Being Studied
Despite progress in therapeutic approaches, according to CDC about 50% of individuals with asthma continue to experience asthma attack (Asthma exacerbation) every year. Asthma attack is an acute episode of progressively worsening of asthma symptoms. Uncontrolled asthma (episodes of asthma exacerbation) can have a significant impact on patients' quality of life, healthcare cost and burden, and time away from school and work. Predicting when exacerbation may occur with adequate intervention would reduce healthcare burden, save cost, and improve quality of life. However, efficient methods that can help identify personalized risk factors and make early predictions are lacking. The objective of this project is to use machine learning models to better predict the risk of asthma exacerbations and calculate saved healthcare cost. All of Us Research  database with about 35,000 asthma diagnosed patients and about 10,000 asthma attack events provide an opportunity to build a prediction model.","Project Purpose(s)
Disease Focused Research (asthma)","Scientific Approaches
We will retrospectively build a cohort of asthma patients and follow them for asthma exacerbation events. Exacerbation events will be defined as those who needed 1) an oral glucocorticoid prescription for less than 28 days (glucocorticoid burst), 2) an emergency department visit, or 3) hospitalization. Predictive models will be built using a gradient-boosting-machines framework.  We will attempt to predict by healthcare utilization type (emergency and hospitalization).  Prediction model will be built for pediatric and adult age groups separately. For each outcome, 80% of the dataset serves to train the model and 20% to validate it.","Anticipated Findings
The out come of this project is asthma exacerbation prediction model that is trained and validated on individuals from diverse geography and communities in the US.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Kedir Turi
- Early Career Tenure-track Researcher, Indiana University
Collaborators:
Sahithi Thummuri - Graduate Trainee, Indiana University","Asthma Attack Prediction: Machine Learning Approach Despite progress in therapeutic approaches, according to CDC about 50% of individuals with asthma continue to experience asthma attack (Asthma exacerbation) every year. Asthma attack is an acute episode of progressively worsening of asthma symptoms. Uncontrolled asthma (episodes of asthma…"
Asthma Prevalence and Urbanization,"I am researching the potential correlation between asthma prevalence and urban domeciles to assess correlation between those who live in urban environments and contraction of asthma. From these findings, I hope to explore specific factors in urban environments (industrial pollution,…","Scientific Questions Being Studied
I am researching the potential correlation between asthma prevalence and urban domeciles to assess correlation between those who live in urban environments and contraction of asthma. From these findings, I hope to explore specific factors in urban environments (industrial pollution, car pollution, etc.) that may explain this phenomenon","Project Purpose(s)
Disease Focused Research (asthma)
Population Health
Educational
Control Set
Ancestry","Scientific Approaches
I plan to conduct quantitative research, comparing the asthma rates of young adults in urban environments to those in rural/sub-urban environments","Anticipated Findings
I anticipate to conduct further studies based on the findings of this initial research, such as identifying the specific factors in urban environments leading to asthma and, eventually, to provide recommendations for preventative care","Demographic Categories of Interest
Geography","Data Set Used
Registered Tier","Research Team
Owner:
Deserae O'Dell
- Undergraduate Student, Arizona State University","Asthma Prevalence and Urbanization I am researching the potential correlation between asthma prevalence and urban domeciles to assess correlation between those who live in urban environments and contraction of asthma. From these findings, I hope to explore specific factors in urban environments (industrial pollution,…"
LungOmicsV7,"Chronic respiratory diseases are one of the leading causes of death in the US, with chronic obstructive pulmonary disease (COPD) one of the few causes of death with increasing mortality worldwide; asthma one of the leading causes of morbidity across…","Scientific Questions Being Studied
Chronic respiratory diseases are one of the leading causes of death in the US, with chronic obstructive pulmonary disease (COPD) one of the few causes of death with increasing mortality worldwide; asthma one of the leading causes of morbidity across all ages, and some forms of interstitial lung disease having worse outcomes than cancer. Respiratory diseases have complex genetic and environmental risk factors, co-occur with many other diseases, and are highly heterogeneous. Our goal is to identify genetic and other molecular risk factors for respiratory disease susceptibility and heterogeneity, and their interplay with the environment and comorbidities.","Project Purpose(s)
Disease Focused Research (Lung diseases)","Scientific Approaches
We plan to use genetic data, medical records, and survey data to identify those with respiratory disease and identify specific outcomes. We will use genetic association methods to identify genetic variants, and calculate polygenic scores. We will also use machine learning and network analysis to identify heterogeneity, subtypes, and disease relationships.","Anticipated Findings
We anticipate  a) finding or validating genetic risk factors for respiratory disease and comorbidities, b) identifying novel relationships between respiratory genetic risk variants and disease, c) identifying and describing disease subtypes and heterogeneity.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Michael Cho
- Mid-career Tenured Researcher, Mass General Brigham
Collaborators:
Sean Kalra - Research Fellow, Harvard T. H. Chan School of Public Health","LungOmicsV7 Chronic respiratory diseases are one of the leading causes of death in the US, with chronic obstructive pulmonary disease (COPD) one of the few causes of death with increasing mortality worldwide; asthma one of the leading causes of morbidity across…"
